Period,Amplitude,kfᴸᴬ,krᴸᴬ,kfᴸᴷ,krᴸᴷ,kcatᴸᴷ,kfᴸᴾ,krᴸᴾ,kcatᴸᴾ,kfᴬᴷ,krᴬᴷ,kfᴬᴾ,krᴬᴾ,DF,L,K,P,A,Kdᴸᴬ,Kdᴬᴷ,Kdᴬᴾ,Kmᴸᴷ,Kmᴸᴾ
827.7,0.87599,0.6764,0.55462,0.001,0.25498,92.16818,0.45659,0.251,0.81899,0.79401,0.001,9.27647,0.25321,1000.0,21.8096,1.10968,3.22242,1.08271,0.81996,0.00126,0.0273,92423.16057,2.34342
1014.1,0.18702,15.05771,17.57008,0.001,233.72588,128.5372,48.67908,212.8604,0.02552,0.001,0.001,20.19553,3.23194,500.0,37.45702,14.8468,18.92365,11.37877,1.16685,1.0,0.16003,362263.08036,4.37325
440.33333,0.6888,4.71828,5.70199,0.001,1.82476,32.11483,3.18554,0.59183,0.95317,17.25016,0.29318,0.001,0.001,500.0,71.0938,1.76628,2.15816,0.41217,1.20849,0.017,1.0,33939.59627,0.485
12.2911,0.28798,69.44406,71.1204,0.001,0.501,120.75873,0.501,0.001,1.36675,3.10306,1.33433,0.501,0.501,500.0,56.03855,0.58383,0.82869,0.67828,1.02414,0.43001,1.0,121259.72929,2.73004
724.8,0.89176,3.78963,0.32606,0.001,8.14849,526.69772,10.55925,1.5552,1.16363,36.90052,0.69128,0.001,0.001,1000.0,8.72838,0.39128,1.20012,0.35,0.08604,0.01873,1.0,534846.20584,0.25748
359.825,0.46732,0.599,0.30303,0.00263,0.06089,109.13196,0.67666,0.001,0.33801,0.72453,0.001,2.69268,0.1653,500.0,5.68131,0.26551,1.00558,0.1,0.5059,0.00138,0.06139,41506.6194,0.501
30.33636,0.44176,3.61228,0.5917,0.001,0.501,323.11906,1.06328,0.376,0.62358,0.76743,0.126,69.41979,1.38882,500.0,65.84621,1.09399,1.52634,0.97317,0.1638,0.16419,0.02001,323620.0612,0.94009
430.85,0.59397,5.4177,426.04864,0.28641,621.85405,470.36184,5.52598,0.35928,39.32198,12.05126,0.001,1.66517,0.001,1000.0,54.12998,5.23647,12.00841,6.58571,78.64015,8.0e-5,0.0006,3813.40369,7.18085
862.5,0.4702,4.01592,4.77677,0.001,222.1549,22.5023,1.83587,0.83433,0.88435,0.36314,0.001,0.001,0.001,1000.0,37.6245,12.73829,13.73127,6.74393,1.18946,0.00275,1.0,244657.20013,0.93617
122.27857,0.3759,7.41148,43.03381,0.126,0.001,75.9965,1.75412,0.001,0.57693,33.52984,5.19615,0.001,0.001,500.0,24.33552,0.07587,1.63706,0.63404,5.80637,0.15497,1.0,603.15472,0.32947
784.6,0.21451,53.62022,65.7149,0.001,0.53074,624.32634,0.25101,2.05948,0.26409,7.84306,0.56796,0.001,0.001,500.0,4.5802,0.14049,0.65856,0.1,1.22556,0.07242,1.0,624857.07881,9.25692
566.15,0.87718,3.30807,0.70883,0.001,0.126,145.50389,7.73569,1.36027,0.84231,9.51017,0.001,28.50634,0.15046,500.0,19.85945,0.72586,1.89312,0.469,0.21427,0.00011,0.00528,145629.89255,0.28473
476.45,0.83416,30.15571,609.06281,0.66233,995.96625,611.17037,67.01005,0.4393,25.11114,0.24476,0.001,3.64774,5.34606,1000.0,42.57026,0.72592,6.02951,0.84451,20.19727,0.00409,1.46558,2426.48663,0.38129
627.3,0.63254,11.82175,76.01121,0.001,55.91485,89.31649,0.23465,0.6857,11.74446,53.41881,0.001,1.28296,0.001,1000.0,38.32414,10.92074,11.13715,7.1008,6.42978,2.0e-5,0.00078,145231.34088,52.97386
420.5,0.71029,13.82751,0.2947,0.00139,0.00194,39.43579,1.03309,0.001,0.56473,1.18119,0.001,45.01664,0.20226,500.0,5.80929,0.66514,1.57598,0.82989,0.02131,0.00085,0.00449,28433.37769,0.54761
736.9,0.79143,34.48299,64.06806,0.00247,0.00971,71.34099,2.44737,1.99933,0.42467,0.29683,0.001,73.64949,26.38603,1000.0,21.82898,0.1747,3.14733,0.35289,1.85796,0.00337,0.35826,28854.00352,0.99045
627.9,0.85147,11.57826,8.39168,0.001,0.3921,184.51534,8.50241,0.001,6.39289,11.59238,0.126,0.001,0.001,500.0,85.95171,4.71408,11.66324,3.30572,0.72478,0.01087,1.0,184907.4417,0.75201
262.75,0.58953,14.07751,0.2947,0.001,0.001,39.06079,0.38623,0.001,0.06473,19.31091,2.2194,0.001,0.001,500.0,5.55929,0.41514,2.43973,1.94017,0.02093,0.11493,1.0,39061.7889,0.17019
499.45,0.84937,4.26698,65.57475,0.001,0.001,257.09044,0.60527,1.30755,1.24831,6.97043,0.7146,0.001,0.001,1000.0,77.02978,3.79579,6.28921,1.77102,15.36797,0.10252,1.0,257091.44094,4.22265
50.33429,0.44589,6.35098,0.1961,0.001,0.60633,15.29921,11.49398,0.001,0.37668,0.251,0.251,0.69206,0.00114,1000.0,80.83908,3.40711,35.79753,51.62736,0.03088,1.0,0.00164,15905.53153,0.03286
64.74074,0.28608,2.97853,0.65528,0.43764,7.57834,133.09646,4.87527,0.001,0.18476,0.6021,0.05984,0.913,0.73963,500.0,6.40983,0.01,1.46194,0.90374,0.22,0.09939,0.81011,321.44018,0.0381
740.6,0.70573,9.17226,0.15075,0.001,1.28401,26.90206,68.57364,0.51431,0.5006,1.48838,0.001,47.5272,0.37658,1000.0,59.08261,0.73631,3.79736,0.78979,0.01644,0.00067,0.00792,28186.06423,0.0148
2.88138,0.32202,2.20215,6.11623,0.09296,31.64868,160.89223,1.4625,0.37658,7.74968,1.00544,0.42557,3.54271,0.70055,1000.0,14.81733,0.85691,3.27748,1.41288,2.77739,0.42327,0.19775,2071.23706,5.55642
320.95,0.61936,0.5024,1.01109,0.001,0.51135,227.14708,6.56094,347.63275,1.20517,12.77379,9.73005,0.001,0.001,1000.0,89.96032,0.135,1.15505,0.18142,2.01252,0.76172,1.0,227658.42913,53.16893
226.75714,0.85293,8.03463,35.79587,0.09579,0.13097,701.72454,3.56785,0.68047,15.88496,14.22474,0.36801,0.001,0.001,1000.0,10.45938,0.2709,1.20494,0.53579,4.4552,0.02587,1.0,7326.71744,4.64297
552.06667,0.67312,1.43417,2.88329,0.001,9.8805,361.70678,1.18573,21.09159,1.48762,0.00771,0.001,0.001,0.001,500.0,17.7112,3.38828,4.36123,3.09869,2.01042,0.12962,1.0,371587.28521,19.04241
454.6,0.80695,2.43122,0.54346,0.00256,0.001,44.02859,9.17561,0.251,0.23182,14.9351,0.65025,0.001,0.001,1000.0,5.95691,2.51878,2.62794,1.65594,0.22353,0.04354,1.0,17226.48095,0.05262
347.975,0.76161,1.54044,0.78415,0.25159,130.90976,948.48401,2.5904,0.126,0.52215,0.69868,0.001,6.30601,0.62804,1000.0,47.64443,0.01,12.29246,5.05036,0.50904,0.00143,0.09959,4290.3367,0.25021
784.5,0.94832,20.31087,17.086,0.001,114.06691,532.74328,6.87007,0.46101,2.68843,48.75463,0.001,0.3692,0.00668,500.0,74.38462,1.8329,6.41163,1.33852,0.84122,2.0e-5,0.01811,646810.192,0.45843
497.95,0.32933,17.8644,170.19527,0.04026,156.11873,743.88262,1.11366,0.66767,2.01761,0.001,0.001,1.83329,6.18451,500.0,43.8036,4.37515,13.13326,4.83668,9.52706,1.0,3.37345,22356.7495,2.41123
92.93158,0.66812,0.94113,0.25776,0.001,35.05788,264.23348,3.24311,23.51281,1.35159,0.376,0.251,0.001,0.001,500.0,81.37999,3.08509,4.95781,3.21274,0.27389,0.66755,1.0,299291.36083,7.66683
888.4,0.88275,29.80561,10.47613,0.12808,45.92857,298.56489,50.21239,0.001,60.15455,4.01,0.001,0.37902,0.001,500.0,8.70635,0.42977,0.4616,0.5035,0.35148,0.00025,0.00264,2689.59238,1.19802
409.5,0.76258,10.92815,0.82502,0.001,0.45933,952.91587,3.2094,1.376,3.20933,5.29638,0.23664,0.001,0.001,500.0,23.92303,0.46833,2.35701,0.55833,0.07549,0.04468,1.0,953375.20759,1.42872
164.12727,0.2505,5.17453,19.19486,1.75999,3.18684,1.4077,0.39167,2.61382,13.18019,3.64349,1.43326,2.15857,0.07249,10000.0,9.90295,1.02836,2.01533,3.19276,3.70949,0.39338,0.03358,2.61056,40.32514
187.5,0.2286,1.4234,19.24464,6.85126,3.09277,1.82309,2.78427,1.72161,15.25422,5.49239,0.00624,3.46517,0.06142,9999.403228629857,7.04727,0.35499,1.72622,0.99657,13.52022,0.00114,0.01772,0.71751,6.09705
116.12,0.24497,1.20819,21.36552,1.7357,2.33166,0.01814,0.43609,1.66966,9.89091,1.42682,2.24831,2.6031,0.05016,10000.0,8.07553,1.7437,2.92588,1.36278,17.68392,1.57575,0.01927,1.35381,26.50954
139.59231,0.25681,0.95667,18.15253,1.65754,0.00216,4.40668,1.75769,1.27255,9.8087,2.37021,0.00624,3.7886,0.04044,10000.0,7.77482,0.57087,3.73731,6.44641,18.97468,0.00263,0.01067,2.65987,6.30442
164.96364,0.25031,2.91755,21.38725,2.25641,4.79064,0.56952,0.02333,6.13557,10.63847,1.24483,1.60479,0.55036,1.29409,9999.403228629857,4.81311,1.46628,3.05623,1.47713,7.33056,1.28916,2.35134,2.37553,718.9902
149.125,0.25386,0.92565,15.56706,3.65254,0.00216,0.77646,2.8228,3.88077,9.90511,1.32065,4.18449,3.52399,2.49064,9998.402445173015,8.21768,0.04751,4.66685,0.28227,16.81746,3.1685,0.70677,0.21317,4.88376
137.2,0.22605,1.15154,14.24144,4.09586,1.30977,2.73863,0.98901,3.96529,15.40395,3.05574,0.76557,2.6221,1.37108,10000.0,9.7872,1.358,1.42592,5.89556,12.3673,0.25054,0.52289,0.98841,19.58445
154.00909,0.25437,1.07434,19.32856,1.23826,0.00216,0.01814,0.02333,2.65676,15.20541,1.75023,4.08962,2.44752,2.15721,9995.432222772828,5.4182,3.12727,4.66045,0.9543,17.99112,2.33661,0.88139,0.01639,765.6309
140.96154,0.23676,3.57538,22.26981,2.28339,4.75513,3.24931,1.17186,3.46986,9.61888,3.26804,0.00624,0.84161,3.86736,9999.252238078763,10.785,2.07789,2.87697,6.37507,6.22866,0.00191,4.59522,3.50551,11.16923
109.23333,0.1613,2.10748,23.05018,3.80515,4.29884,4.49793,2.82409,1.46368,10.64905,2.59232,1.05164,2.13798,2.01269,10000.0,8.26667,2.29258,2.74867,5.49832,10.93733,0.40567,0.9414,2.31181,4.28907
70.61481,0.26073,5.98681,19.47567,0.95666,0.00216,3.05415,2.41241,4.53177,5.80675,1.48906,0.00624,0.6893,1.62617,10000.0,8.3805,2.7339,2.82664,3.02792,3.2531,0.00419,2.35916,3.19478,4.28557
114.31875,0.26158,2.03607,19.55462,1.13938,1.10829,0.3441,2.25722,3.78544,11.35388,5.07546,2.91959,0.27864,1.78184,9997.015366035468,8.22289,1.39624,4.01004,5.70706,9.60412,0.57524,6.39475,1.27473,6.70706
124.37143,0.26715,1.92197,17.23874,2.70607,0.00216,4.10895,0.02333,1.01751,11.42679,4.39161,0.00624,0.08052,1.43353,10000.0,11.99205,2.05691,4.46815,0.36113,8.96931,0.00142,17.80341,1.51922,533.40354
87.75714,0.26063,3.60284,18.88581,5.59771,2.93362,0.01814,1.90284,3.67094,13.13207,5.58729,1.32518,3.21144,0.58932,9995.901082757819,8.55353,1.76715,1.78053,2.69251,5.24192,0.23718,0.18351,0.52732,8.83047
123.08667,0.25625,0.62684,20.1433,1.21399,0.00216,4.79744,1.34176,3.84477,14.53631,2.66262,4.93488,0.05845,4.55378,10000.0,8.41362,1.85874,4.27869,4.01807,32.1348,1.85339,77.91284,3.95356,13.69923
134.31429,0.22404,3.74452,20.83263,1.39868,3.82351,0.01814,2.08805,0.05364,14.04532,2.81092,0.00624,3.63842,2.25793,9999.495870776544,8.24386,0.10353,1.24125,0.15847,5.56349,0.00222,0.62058,2.74662,6.75221
177.94,0.26198,3.03504,16.96458,0.21584,1.75507,3.88383,0.31278,4.25565,11.75827,0.11022,0.00624,4.36071,1.6971,9993.914641152096,7.77082,0.27041,0.60323,1.08326,5.58957,0.05662,0.38918,26.12594,51.19837
102.36111,0.27403,1.73931,20.30452,6.02504,2.96529,0.01814,0.0226,5.04589,8.9025,2.08103,0.00624,0.35773,0.07451,9999.58439623079,5.08018,0.01,4.00822,3.15554,11.67388,0.003,0.20828,0.49517,617.0686
140.73077,0.24567,2.59694,21.68742,1.6588,0.00216,2.98839,0.02299,0.84942,7.46245,0.26096,2.40646,0.65194,3.9838,10000.0,7.41268,2.94455,3.54471,4.69159,8.35115,9.22172,6.11068,1.80284,361.50429
110.16667,0.15988,1.20642,19.57552,0.39387,4.38231,1.55997,0.02333,2.75827,9.41571,1.76026,3.3886,0.9303,0.06518,9997.718447436182,10.95102,0.59472,1.52721,5.88335,16.22609,1.92505,0.07006,15.0869,521.81656
161.92727,0.26534,62.66541,26.74807,26.00267,0.05309,14.26296,6.12273,46.48502,80.34831,39.36802,80.94775,33.22695,17.24581,9977.80953361417,84.1241,11.47853,44.18214,75.30395,0.42684,2.05618,0.51903,0.55056,20.71516
110.27059,0.27239,0.98433,18.40968,1.25843,0.03347,0.35004,1.65706,2.92751,6.65191,0.8235,0.00624,0.19154,1.14674,10000.0,9.19459,1.65867,4.34587,1.68982,18.70279,0.00758,5.98703,0.30475,5.78099
163.22727,0.19733,1.06927,16.07565,2.48655,0.47303,1.69707,2.35302,3.68314,14.11702,3.10044,4.19229,3.07682,0.05589,10000.0,8.25199,3.65543,3.95574,1.5766,15.03417,1.35216,0.01817,0.87273,7.56481
152.85455,0.26319,3.11707,19.67852,1.27189,1.60095,0.01814,0.41924,0.503,11.58907,3.2439,0.00624,0.8756,1.72259,10000.0,6.94925,1.79295,4.80097,1.67514,6.31315,0.00192,1.96731,1.27298,28.84287
156.39091,0.25946,0.99149,16.5005,5.86971,0.00216,1.82392,4.01954,4.63579,14.80366,0.23682,2.07016,0.67386,0.0389,10000.0,8.23081,0.83975,1.53903,0.91903,16.6421,8.74136,0.05773,0.3111,4.83623
139.81538,0.15169,1.12152,18.46598,3.25606,4.94343,0.01814,3.72084,1.78854,6.55505,0.14623,0.00624,0.24019,3.3721,9998.238740662535,5.0928,0.38733,1.00399,1.63167,16.46519,0.04267,14.03955,1.5238,2.2424
139.63846,0.23993,1.30314,22.61149,0.54546,0.00216,0.01814,4.30768,1.96175,11.61673,0.09375,4.5395,1.71387,0.04979,10000.0,11.00768,0.75636,2.85801,3.96873,17.35156,48.42075,0.02905,0.03722,3.15216
117.3,0.23903,0.57495,18.29869,1.57383,0.83996,1.88442,1.23532,2.62612,13.78904,0.91858,0.49126,5.14178,0.0582,10000.0,6.63823,1.79222,2.1261,1.49378,31.82634,0.53481,0.01132,1.73105,13.2882
185.48889,0.21837,2.09434,19.63695,1.91597,1.25494,3.03211,1.07274,0.79924,10.58057,1.36176,3.91934,0.60887,0.10025,10000.0,6.13649,2.00189,3.6466,1.57517,9.37618,2.87814,0.16464,2.23754,10.60814
136.21538,0.24229,1.8114,19.74965,1.14947,2.36175,0.01814,0.02333,3.03616,11.59228,1.77082,0.94685,2.3362,0.12135,9997.083612611359,10.23161,2.92498,3.95251,2.7364,10.903,0.5347,0.05194,2.07043,627.02304
171.76,0.26815,2.48836,18.9279,3.34094,4.69332,0.03774,0.02333,6.22883,12.95583,5.93374,1.78456,0.46676,0.30232,9999.457923602358,13.25854,0.94647,3.95496,2.66795,7.60659,0.30075,0.64769,1.41608,822.31716
86.9,0.25588,0.0731,18.27193,1.09874,4.30366,1.27377,0.02277,1.20577,11.22116,2.02539,2.3403,2.15202,0.31807,10000.0,10.67866,0.18365,1.31944,2.89345,249.97176,1.15548,0.1478,5.07623,545.73569
128.55,0.2229,0.9134,19.73283,1.2328,0.00216,0.43238,4.22733,2.18127,10.75141,5.09455,0.00624,0.90367,3.052,10000.0,5.68912,2.1819,3.88538,1.62779,21.6036,0.00122,3.37734,0.35248,3.0593
178.27,0.23294,0.47543,2.35952,51.44745,33.1968,19.50866,0.31961,12.30576,17.65079,53.9211,9.20228,18.1754,16.03738,9966.18879745355,26.55057,12.53124,46.69282,57.13426,4.96292,0.17066,0.88237,1.02445,93.72975
171.92727,0.13735,1.47894,17.98636,1.40213,4.92454,1.90726,2.48654,3.68629,13.29085,3.04419,2.61378,1.19809,2.35509,9996.02225133125,9.65472,0.82558,2.01672,2.41825,12.16166,0.85861,1.96571,4.87243,6.82762
94.875,0.27023,1.12038,22.47568,3.88438,3.43463,0.43444,1.73444,4.86198,9.41751,1.414,0.00624,2.6596,0.04777,9997.053804501424,5.23609,0.5126,2.94909,1.55574,20.06073,0.00441,0.01796,0.99606,8.23289
100.45556,0.25366,0.8578,22.98471,1.54827,0.00216,0.01814,0.02333,0.61585,6.49039,0.30536,0.85279,1.72812,0.04585,10000.0,7.62965,1.83511,3.66122,0.39604,26.79508,2.79273,0.02653,0.01311,304.59683
134.38462,0.11882,1.3377,21.54695,2.90616,0.00216,4.31966,0.02333,4.5526,8.31205,0.19977,0.00624,2.12368,0.51599,9994.119377130972,7.69893,1.93069,2.25426,1.60026,16.10747,0.03124,0.24297,1.48713,551.42094
132.11538,0.18802,3.16453,13.58783,2.39103,3.80444,1.42152,1.08405,2.50985,8.8866,1.05024,4.42888,4.21199,4.14342,9998.861152232215,7.75878,1.84404,3.36479,5.43141,4.29379,4.21701,0.98372,2.18566,10.51283
98.34444,0.19299,1.01756,24.30227,1.20134,0.72273,0.01814,2.59893,2.9398,10.43834,1.15799,0.00624,1.18664,0.18082,9999.743409880597,3.33895,1.3573,3.43704,0.1,23.88282,0.00539,0.15238,0.6167,5.14755
128.69091,0.11863,0.09874,22.06564,1.4134,1.81557,0.01814,2.01894,1.18764,13.99896,3.58308,4.89449,1.58703,4.53345,10000.0,4.33728,2.71654,4.7549,2.95593,223.46587,1.366,2.85656,1.29737,7.52206
159.03636,0.24714,12.70167,49.13649,53.58263,58.92538,0.53842,36.24133,45.74104,57.50242,37.05575,7.58128,40.9467,77.19391,10000.0,51.71667,22.96403,98.96984,38.85476,3.86851,0.20459,1.88523,1.10976,2.84878
89.92,0.27202,1.06819,19.50671,2.84524,1.89633,1.37817,3.06897,3.61203,14.14598,0.10496,4.50035,2.75233,0.85381,10000.0,5.73671,1.83511,2.21652,1.52204,18.26152,42.8773,0.31021,1.15087,5.7863
191.87778,0.18545,1.19699,23.05386,3.46374,3.02807,0.01814,4.96773,6.34147,10.4307,2.12159,4.66751,1.98843,2.15938,9996.25481611554,7.0033,2.90061,4.52501,1.57857,19.25984,2.20001,1.08597,0.87946,3.37622
156.98182,0.24996,1.40294,15.13249,1.42349,0.00216,1.09639,0.02333,6.38499,8.83395,3.41309,4.34319,4.92214,4.45986,10000.0,6.02921,2.30301,4.31185,0.72265,10.78626,1.27251,0.90608,0.77173,652.33338
157.32727,0.25018,3.00931,19.48555,1.91011,0.00216,2.66583,3.87397,0.78419,7.17459,0.32315,1.51143,0.37036,4.27485,9998.060701625434,10.26185,0.5344,1.32066,2.6115,6.47508,4.67713,11.54228,1.39677,2.05442
121.82,0.28361,2.2434,19.29077,0.64393,0.00216,3.27815,0.18912,5.84036,11.11502,5.15845,0.07317,1.96252,0.05742,10000.0,7.55653,1.99202,3.82486,1.52954,8.59891,0.01418,0.02926,5.09418,89.65375
151.3,0.14429,2.47131,19.52614,1.23357,1.61757,0.01814,0.99408,1.04235,8.46378,3.62752,0.00624,0.89203,0.37825,9999.457923602358,10.60841,1.93613,4.49362,6.24119,7.90114,0.00172,0.42403,1.32599,9.56271
161.3,0.18024,3.40265,17.43464,3.26877,0.00216,1.44448,0.02333,7.99277,9.85963,1.88512,0.00624,0.63729,4.72691,10000.0,5.88917,3.07502,3.62947,3.12294,5.12384,0.00331,7.41724,0.44256,765.21236
141.68462,0.24021,0.50547,20.01697,4.44719,1.07131,4.59944,0.73496,1.6368,9.62458,3.07283,2.40879,0.31999,0.05216,9998.915847204717,11.83137,0.08457,2.16993,1.41966,39.60033,0.7839,0.16302,1.27513,15.32236
182.96,0.22477,2.80063,20.7477,3.55428,0.32052,0.12649,2.14753,1.1152,13.99291,1.58692,0.00624,3.12025,0.47438,10000.0,9.0676,1.82524,4.18236,1.13357,7.40823,0.00393,0.15203,0.12577,7.03512
146.325,0.25669,0.68536,21.4438,2.07528,4.97441,0.46341,2.04174,4.41828,11.15074,2.07273,0.00624,0.58804,2.50666,9996.851043548528,8.61177,1.84337,2.08227,1.81932,31.28829,0.00301,4.26275,2.62028,7.62538
149.225,0.25719,3.83689,22.93455,4.80507,0.00216,3.19536,0.83835,2.81285,9.12648,1.22374,0.54521,3.5183,0.04492,9996.154101381178,7.97341,0.67768,2.62873,2.70208,5.97738,0.44553,0.01277,0.66545,14.24151
138.85385,0.21543,2.59312,18.49532,0.50986,0.00216,0.01814,2.55805,0.23592,8.65481,0.72824,2.78335,1.28525,0.94402,9998.953417715573,7.77482,1.30321,1.83846,1.4417,7.13247,3.82202,0.7345,0.03981,3.47558
155.94545,0.24811,1.16846,18.16883,4.09801,0.00216,3.70237,0.02299,0.93295,10.74691,2.8867,3.63024,3.39276,0.05582,9997.740808897552,7.78788,0.8653,4.62577,0.96937,15.54939,1.25758,0.01645,0.90398,507.98661
105.41176,0.1795,1.72431,18.30427,1.76147,1.1017,0.87646,0.20468,0.01463,12.9207,1.12942,3.24226,0.43952,0.07557,10000.0,8.43434,2.26161,3.56133,1.75203,10.61541,2.87073,0.17195,1.12301,63.19886
129.84286,0.26678,5.02605,17.80747,3.31273,4.37076,4.9595,2.56357,4.74771,9.5626,2.48194,0.59766,0.62124,1.67465,9998.750018087401,12.45464,0.57631,0.58489,1.17547,3.54304,0.2408,2.69564,2.81649,5.58218
130.73571,0.26435,1.13367,23.72886,1.17382,0.00216,2.10459,1.61517,4.87385,12.03649,3.16061,0.62578,0.56154,0.05888,9996.904612407741,7.74523,0.49189,2.03589,2.21419,20.93108,0.19799,0.10486,1.79477,10.46971
84.71364,0.26376,1.5468,20.50279,2.80363,3.60955,0.832,0.02333,4.40384,10.30784,0.54691,2.69944,4.65483,1.76899,10000.0,9.26249,1.30968,3.67245,4.43897,13.25498,4.93577,0.38003,1.58421,630.59093
158.48182,0.24807,1.13029,19.68664,4.80867,0.04544,4.57834,4.42824,0.96644,10.45909,3.00007,3.95319,1.64349,2.4337,10000.0,7.34597,2.34198,3.7606,0.72405,17.41733,1.3177,1.48081,0.96155,2.58015
97.22632,0.27509,2.23604,17.62293,5.37214,2.48721,4.83288,4.03236,1.82656,10.19523,4.59393,2.43681,0.52141,0.32206,9995.119063956412,8.19953,1.90776,4.6213,6.04129,7.88131,0.53044,0.61766,1.3626,2.98133
88.59524,0.27585,5.22405,19.30358,4.8252,4.76494,2.89651,3.39318,5.02867,5.51919,0.13549,4.35358,3.07633,0.37271,9996.655999895742,3.41591,2.01729,2.97295,4.69016,3.69514,32.13254,0.12115,1.5878,3.10855
63.0,0.1642,0.95105,16.22195,4.27032,0.00216,0.69207,2.17519,2.0268,13.84002,6.07966,1.57913,0.97526,0.91202,10000.0,8.18713,3.95227,4.38185,3.09442,17.05696,0.25974,0.93515,0.16257,7.29446
185.18889,0.22632,11.21993,21.24853,32.27038,17.07049,17.2837,14.9706,14.006,36.17241,11.93544,5.6765,6.97824,21.18096,9995.011951123886,3.29459,21.54455,25.15419,13.98254,1.89382,0.4756,3.03529,1.06457,3.3518
172.46,0.25454,2.58368,21.005,6.57678,0.00216,2.37283,2.64466,1.49038,8.73611,2.02605,4.05653,1.65737,3.05655,10000.0,8.89217,2.77763,3.54968,5.06232,8.12989,2.00218,1.84422,0.36112,3.86684
151.81667,0.24511,1.2268,18.7216,5.56634,4.59604,1.49051,0.02299,1.34146,10.94227,5.25518,1.38087,1.81018,0.07249,10000.0,8.74707,2.76547,2.77988,3.52838,15.26057,0.26276,0.04004,1.09346,534.25034
184.51111,0.243,2.94545,18.86296,5.18285,3.19849,0.01814,2.37565,1.37907,7.28814,2.94561,0.00624,2.10882,1.38615,10000.0,8.40384,2.51872,3.68837,1.47503,6.4041,0.00212,0.65731,0.62063,3.64835
221.2,0.16297,0.66167,20.53709,4.93383,2.99212,3.00269,0.02299,4.29934,10.61632,4.84692,1.99275,1.47878,4.65569,10000.0,8.07313,2.02134,3.06873,6.43269,31.03838,0.41114,3.14833,1.21504,648.71948
165.56364,0.23275,3.50507,21.03271,3.57129,4.13278,4.55842,3.47706,2.30776,10.33092,2.01845,2.37231,0.80958,0.07159,10000.0,6.7426,1.7612,3.96647,1.56527,6.00066,1.17532,0.08843,2.43363,3.63487
174.89,0.25963,2.14235,21.72543,1.18255,0.00216,4.36841,1.64026,1.33659,10.14394,2.08107,1.7079,0.82658,0.04838,9999.99858581958,7.59201,1.79501,3.83572,3.79181,10.14092,0.82068,0.05853,3.69588,6.99922
161.39091,0.24812,0.20277,24.50654,0.53607,0.00216,0.69873,0.6477,2.4894,10.74876,4.49272,0.00624,1.77745,0.69828,9999.978425360187,12.5332,1.90696,3.26174,2.37614,120.86093,0.00139,0.39285,1.30745,20.43881
149.94167,0.24688,3.17901,23.56226,1.15199,1.56327,0.01814,2.41771,0.56487,7.81318,1.48428,0.00624,0.71341,0.05202,10000.0,7.57624,1.00241,4.78223,4.07656,7.41183,0.0042,0.07292,1.37276,3.46529
67.95,0.18678,8.55896,0.4958,45.91421,0.99782,20.13866,35.83612,24.14024,19.55127,22.96204,0.15234,8.41363,36.63127,9963.942702265485,24.70834,1.69987,27.2137,0.30586,0.05793,0.00663,4.3538,0.46035,1.2192
118.94,0.27489,3.54621,7.69846,1.05018,3.74984,4.26471,0.02341,1.06762,7.52236,2.61354,2.84726,3.05696,0.0536,9995.92101777111,8.67083,0.25314,3.13579,4.33926,2.1709,1.08943,0.01754,7.63162,366.9673
160.16364,0.21924,1.12534,21.04754,4.29025,3.8774,3.98177,4.43186,0.62748,10.22553,4.74343,0.99186,0.11528,0.00467,10000.0,5.42292,0.2827,1.88766,3.62215,18.70325,0.2091,0.04051,1.83187,2.44886
128.85,0.13406,1.22385,21.54679,2.58668,0.00216,1.90141,0.21091,2.04888,14.2822,1.77897,0.00624,2.36809,2.45182,10000.0,8.44034,4.04816,4.66903,2.47266,17.60578,0.00351,1.03536,0.73591,77.43062
161.92727,0.2644,8.55896,0.4958,45.91421,0.99782,20.13866,35.83612,24.14024,19.55127,22.96204,0.15234,8.41363,36.63127,9963.942702265485,24.70834,1.69987,27.2137,0.30586,0.05793,0.00663,4.3538,0.46035,1.2192
128.85,0.13406,1.22385,21.54679,2.58668,0.00216,1.90141,0.21091,2.04888,14.2822,1.77897,0.00624,2.36809,2.45182,10000.0,8.44034,4.04816,4.66903,2.47266,17.60578,0.00351,1.03536,0.73591,77.43062
92.64,0.18829,1.79843,19.33439,3.63166,0.00216,0.01814,3.97748,2.11575,12.55694,2.36712,2.29574,3.1167,0.05511,9999.457923602358,7.5091,1.99473,4.18377,1.91268,10.75071,0.96985,0.01768,0.00559,3.68894
181.23333,0.22822,1.25452,12.30318,0.96537,0.00216,4.0126,2.99095,1.85679,12.39857,1.82188,0.00624,1.77025,0.2703,9999.508297287406,5.86829,1.92721,4.81297,0.88758,9.80712,0.00343,0.15269,4.15878,4.76617
93.59474,0.24804,1.21328,16.7198,3.36058,0.18405,2.03625,3.3132,1.24492,7.30161,3.96479,0.00624,1.39024,1.96069,10000.0,7.04509,2.00587,3.64626,5.36144,13.78063,0.00157,1.41032,0.66069,2.57954
151.45833,0.25592,3.00595,13.97499,1.90817,2.15728,0.01814,3.09142,1.61456,9.21479,4.0703,0.17756,2.35544,0.09409,10000.0,11.79146,1.74635,1.88667,5.53958,4.6491,0.04362,0.03994,1.14005,3.50303
